circuit,model,input_type,criterion,score,total_score
ic2,gpt-4.1-mini,JSON + immagine + datasheet,json_image_use,2.0,15.0
ic2,gpt-4.1-mini,JSON + immagine + datasheet,diagnostic_accuracy,2.0,15.0
ic2,gpt-4.1-mini,JSON + immagine + datasheet,cause_priority,1.0,15.0
ic2,gpt-4.1-mini,JSON + immagine + datasheet,practical_checks,3.0,15.0
ic2,gpt-4.1-mini,JSON + immagine + datasheet,hallucination_absence,2.0,15.0
ic2,gpt-4.1-nano,JSON + datasheet,circuit_understanding,2.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,datasheet_use,1.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,json_image_use,1.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,diagnostic_accuracy,1.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,cause_priority,0.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,practical_checks,2.0,8.0
ic2,gpt-4.1-nano,JSON + datasheet,hallucination_absence,1.0,8.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,circuit_understanding,2.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,datasheet_use,2.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,json_image_use,1.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,cause_priority,1.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,practical_checks,2.0,11.0
ic2,gpt-4.1-nano,JSON + immagine + datasheet,hallucination_absence,1.0,11.0
ic2,gpt-4o-mini,JSON + datasheet,circuit_understanding,2.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,datasheet_use,1.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,json_image_use,1.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,diagnostic_accuracy,1.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,cause_priority,0.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,practical_checks,2.0,8.0
ic2,gpt-4o-mini,JSON + datasheet,hallucination_absence,1.0,8.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,circuit_understanding,2.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,datasheet_use,1.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,json_image_use,1.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,diagnostic_accuracy,2.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,cause_priority,1.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,practical_checks,2.0,10.0
ic2,gpt-4o-mini,JSON + immagine + datasheet,hallucination_absence,1.0,10.0
ic2,gpt-5-mini,JSON + datasheet,circuit_understanding,3.0,16.0
ic2,gpt-5-mini,JSON + datasheet,datasheet_use,2.0,16.0
ic2,gpt-5-mini,JSON + datasheet,json_image_use,3.0,16.0
ic2,gpt-5-mini,JSON + datasheet,diagnostic_accuracy,2.0,16.0
ic2,gpt-5-mini,JSON + datasheet,cause_priority,1.0,16.0
ic2,gpt-5-mini,JSON + datasheet,practical_checks,3.0,16.0
ic2,gpt-5-mini,JSON + datasheet,hallucination_absence,2.0,16.0
ic2,gpt-5-mini,JSON + immagine + datasheet,circuit_understanding,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,datasheet_use,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,json_image_use,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,cause_priority,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,practical_checks,3.0,20.0
ic2,gpt-5-mini,JSON + immagine + datasheet,hallucination_absence,2.0,20.0
ic2,gpt-5-nano,JSON + datasheet,circuit_understanding,1.0,9.0
ic2,gpt-5-nano,JSON + datasheet,datasheet_use,1.0,9.0
ic2,gpt-5-nano,JSON + datasheet,json_image_use,1.0,9.0
ic2,gpt-5-nano,JSON + datasheet,diagnostic_accuracy,2.0,9.0
ic2,gpt-5-nano,JSON + datasheet,cause_priority,1.0,9.0
ic2,gpt-5-nano,JSON + datasheet,practical_checks,2.0,9.0
ic2,gpt-5-nano,JSON + datasheet,hallucination_absence,1.0,9.0
ic2,gpt-5-nano,JSON + immagine + datasheet,circuit_understanding,2.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,datasheet_use,1.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,json_image_use,2.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,cause_priority,2.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,practical_checks,3.0,13.0
ic2,gpt-5-nano,JSON + immagine + datasheet,hallucination_absence,1.0,13.0
ic2,gpt-5.4,JSON + datasheet,circuit_understanding,3.0,20.0
ic2,gpt-5.4,JSON + datasheet,datasheet_use,2.0,20.0
ic2,gpt-5.4,JSON + datasheet,json_image_use,3.0,20.0
ic2,gpt-5.4,JSON + datasheet,diagnostic_accuracy,3.0,20.0
ic2,gpt-5.4,JSON + datasheet,cause_priority,3.0,20.0
ic2,gpt-5.4,JSON + datasheet,practical_checks,3.0,20.0
ic2,gpt-5.4,JSON + datasheet,hallucination_absence,3.0,20.0
ic2,gpt-5.4,JSON + immagine + datasheet,circuit_understanding,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,datasheet_use,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,json_image_use,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,diagnostic_accuracy,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,cause_priority,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,practical_checks,3.0,21.0
ic2,gpt-5.4,JSON + immagine + datasheet,hallucination_absence,3.0,21.0
ic2,gpt-5.4-mini,JSON + datasheet,circuit_understanding,3.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,datasheet_use,2.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,json_image_use,3.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,diagnostic_accuracy,3.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,cause_priority,3.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,practical_checks,3.0,20.0
ic2,gpt-5.4-mini,JSON + datasheet,hallucination_absence,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,circuit_understanding,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,datasheet_use,2.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,json_image_use,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,cause_priority,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,practical_checks,3.0,20.0
ic2,gpt-5.4-mini,JSON + immagine + datasheet,hallucination_absence,3.0,20.0
ic2,gpt-5.4-nano,JSON + datasheet,circuit_understanding,3.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,datasheet_use,2.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,json_image_use,3.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,diagnostic_accuracy,2.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,cause_priority,2.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,practical_checks,3.0,17.0
ic2,gpt-5.4-nano,JSON + datasheet,hallucination_absence,2.0,17.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,circuit_understanding,3.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,datasheet_use,2.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,json_image_use,2.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,cause_priority,1.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,practical_checks,3.0,15.0
ic2,gpt-5.4-nano,JSON + immagine + datasheet,hallucination_absence,2.0,15.0
ic3,gpt-4.1-mini,JSON + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,datasheet_use,3.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,json_image_use,2.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,cause_priority,3.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,practical_checks,3.0,19.0
ic3,gpt-4.1-mini,JSON + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,datasheet_use,3.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,json_image_use,2.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,cause_priority,3.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,practical_checks,3.0,19.0
ic3,gpt-4.1-mini,JSON + immagine + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,datasheet_use,3.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,json_image_use,2.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,cause_priority,3.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,practical_checks,3.0,19.0
ic3,gpt-4.1-nano,JSON + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,datasheet_use,3.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,json_image_use,2.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,cause_priority,3.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,practical_checks,3.0,19.0
ic3,gpt-4.1-nano,JSON + immagine + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-4o-mini,JSON + datasheet,circuit_understanding,3.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,datasheet_use,3.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,json_image_use,2.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,diagnostic_accuracy,3.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,cause_priority,2.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,practical_checks,3.0,18.0
ic3,gpt-4o-mini,JSON + datasheet,hallucination_absence,2.0,18.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,circuit_understanding,3.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,datasheet_use,3.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,json_image_use,1.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,diagnostic_accuracy,2.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,cause_priority,1.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,practical_checks,3.0,16.0
ic3,gpt-4o-mini,JSON + immagine + datasheet,hallucination_absence,3.0,16.0
ic3,gpt-5-mini,JSON + datasheet,circuit_understanding,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,datasheet_use,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,json_image_use,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,diagnostic_accuracy,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,cause_priority,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,practical_checks,3.0,20.0
ic3,gpt-5-mini,JSON + datasheet,hallucination_absence,2.0,20.0
ic3,gpt-5-mini,JSON + immagine + datasheet,circuit_understanding,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,datasheet_use,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,json_image_use,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,cause_priority,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,practical_checks,3.0,21.0
ic3,gpt-5-mini,JSON + immagine + datasheet,hallucination_absence,3.0,21.0
ic3,gpt-5-nano,JSON + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-5-nano,JSON + datasheet,datasheet_use,3.0,19.0
ic3,gpt-5-nano,JSON + datasheet,json_image_use,2.0,19.0
ic3,gpt-5-nano,JSON + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-5-nano,JSON + datasheet,cause_priority,3.0,19.0
ic3,gpt-5-nano,JSON + datasheet,practical_checks,3.0,19.0
ic3,gpt-5-nano,JSON + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,circuit_understanding,3.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,datasheet_use,3.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,json_image_use,2.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,diagnostic_accuracy,3.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,cause_priority,3.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,practical_checks,3.0,19.0
ic3,gpt-5-nano,JSON + immagine + datasheet,hallucination_absence,2.0,19.0
ic3,gpt-5.4,JSON + datasheet,circuit_understanding,3.0,18.0
ic3,gpt-5.4,JSON + datasheet,datasheet_use,3.0,18.0
ic3,gpt-5.4,JSON + datasheet,json_image_use,2.0,18.0
ic3,gpt-5.4,JSON + datasheet,diagnostic_accuracy,2.0,18.0
ic3,gpt-5.4,JSON + datasheet,cause_priority,3.0,18.0
ic3,gpt-5.4,JSON + datasheet,practical_checks,3.0,18.0
ic3,gpt-5.4,JSON + datasheet,hallucination_absence,2.0,18.0
ic3,gpt-5.4,JSON + immagine + datasheet,circuit_understanding,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,datasheet_use,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,json_image_use,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,diagnostic_accuracy,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,cause_priority,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,practical_checks,3.0,20.0
ic3,gpt-5.4,JSON + immagine + datasheet,hallucination_absence,2.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,circuit_understanding,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,datasheet_use,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,json_image_use,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,diagnostic_accuracy,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,cause_priority,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,practical_checks,3.0,20.0
ic3,gpt-5.4-mini,JSON + datasheet,hallucination_absence,2.0,20.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,circuit_understanding,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,datasheet_use,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,json_image_use,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,cause_priority,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,practical_checks,3.0,21.0
ic3,gpt-5.4-mini,JSON + immagine + datasheet,hallucination_absence,3.0,21.0
ic3,gpt-5.4-nano,JSON + datasheet,circuit_understanding,3.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,datasheet_use,3.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,json_image_use,2.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,diagnostic_accuracy,2.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,cause_priority,2.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,practical_checks,3.0,17.0
ic3,gpt-5.4-nano,JSON + datasheet,hallucination_absence,2.0,17.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,circuit_understanding,3.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,datasheet_use,3.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,json_image_use,2.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,cause_priority,3.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,practical_checks,3.0,18.0
ic3,gpt-5.4-nano,JSON + immagine + datasheet,hallucination_absence,2.0,18.0
ic7,gpt-4.1-mini,JSON + datasheet,circuit_understanding,2.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,datasheet_use,2.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,json_image_use,2.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,diagnostic_accuracy,2.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,cause_priority,1.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,practical_checks,3.0,14.0
ic7,gpt-4.1-mini,JSON + datasheet,hallucination_absence,2.0,14.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,circuit_understanding,3.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,datasheet_use,3.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,json_image_use,2.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,cause_priority,2.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,practical_checks,3.0,18.0
ic7,gpt-4.1-mini,JSON + immagine + datasheet,hallucination_absence,2.0,18.0
ic7,gpt-4.1-nano,JSON + datasheet,circuit_understanding,3.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,datasheet_use,3.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,json_image_use,2.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,diagnostic_accuracy,2.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,cause_priority,2.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,practical_checks,3.0,17.0
ic7,gpt-4.1-nano,JSON + datasheet,hallucination_absence,2.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,circuit_understanding,3.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,datasheet_use,3.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,json_image_use,2.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,cause_priority,2.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,practical_checks,3.0,17.0
ic7,gpt-4.1-nano,JSON + immagine + datasheet,hallucination_absence,2.0,17.0
ic7,gpt-4o-mini,JSON + datasheet,circuit_understanding,3.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,datasheet_use,2.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,json_image_use,2.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,diagnostic_accuracy,2.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,cause_priority,2.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,practical_checks,3.0,16.0
ic7,gpt-4o-mini,JSON + datasheet,hallucination_absence,2.0,16.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,circuit_understanding,3.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,datasheet_use,2.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,json_image_use,2.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,diagnostic_accuracy,2.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,cause_priority,1.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,practical_checks,3.0,15.0
ic7,gpt-4o-mini,JSON + immagine + datasheet,hallucination_absence,2.0,15.0
ic7,gpt-5-mini,JSON + datasheet,circuit_understanding,3.0,18.0
ic7,gpt-5-mini,JSON + datasheet,datasheet_use,3.0,18.0
ic7,gpt-5-mini,JSON + datasheet,json_image_use,3.0,18.0
ic7,gpt-5-mini,JSON + datasheet,diagnostic_accuracy,2.0,18.0
ic7,gpt-5-mini,JSON + datasheet,cause_priority,2.0,18.0
ic7,gpt-5-mini,JSON + datasheet,practical_checks,3.0,18.0
ic7,gpt-5-mini,JSON + datasheet,hallucination_absence,2.0,18.0
ic7,gpt-5-mini,JSON + immagine + datasheet,circuit_understanding,3.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,datasheet_use,2.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,json_image_use,2.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,diagnostic_accuracy,2.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,cause_priority,1.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,practical_checks,3.0,14.0
ic7,gpt-5-mini,JSON + immagine + datasheet,hallucination_absence,1.0,14.0
ic7,gpt-5-nano,JSON + datasheet,circuit_understanding,2.0,12.0
ic7,gpt-5-nano,JSON + datasheet,datasheet_use,2.0,12.0
ic7,gpt-5-nano,JSON + datasheet,json_image_use,2.0,12.0
ic7,gpt-5-nano,JSON + datasheet,diagnostic_accuracy,1.0,12.0
ic7,gpt-5-nano,JSON + datasheet,cause_priority,1.0,12.0
ic7,gpt-5-nano,JSON + datasheet,practical_checks,3.0,12.0
ic7,gpt-5-nano,JSON + datasheet,hallucination_absence,1.0,12.0
ic7,gpt-5-nano,JSON + immagine + datasheet,circuit_understanding,3.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,datasheet_use,3.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,json_image_use,2.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,diagnostic_accuracy,3.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,cause_priority,2.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,practical_checks,3.0,18.0
ic7,gpt-5-nano,JSON + immagine + datasheet,hallucination_absence,2.0,18.0
ic7,gpt-5.4,JSON + datasheet,circuit_understanding,3.0,14.0
ic7,gpt-5.4,JSON + datasheet,datasheet_use,2.0,14.0
ic7,gpt-5.4,JSON + datasheet,json_image_use,2.0,14.0
ic7,gpt-5.4,JSON + datasheet,diagnostic_accuracy,2.0,14.0
ic7,gpt-5.4,JSON + datasheet,cause_priority,1.0,14.0
ic7,gpt-5.4,JSON + datasheet,practical_checks,3.0,14.0
ic7,gpt-5.4,JSON + datasheet,hallucination_absence,1.0,14.0
ic7,gpt-5.4,JSON + immagine + datasheet,circuit_understanding,3.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,datasheet_use,3.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,json_image_use,3.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,diagnostic_accuracy,2.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,cause_priority,1.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,practical_checks,3.0,17.0
ic7,gpt-5.4,JSON + immagine + datasheet,hallucination_absence,2.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,circuit_understanding,3.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,datasheet_use,2.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,json_image_use,3.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,diagnostic_accuracy,2.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,cause_priority,2.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,practical_checks,3.0,17.0
ic7,gpt-5.4-mini,JSON + datasheet,hallucination_absence,2.0,17.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,circuit_understanding,3.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,datasheet_use,3.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,json_image_use,3.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,diagnostic_accuracy,3.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,cause_priority,2.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,practical_checks,3.0,20.0
ic7,gpt-5.4-mini,JSON + immagine + datasheet,hallucination_absence,3.0,20.0
ic7,gpt-5.4-nano,JSON + datasheet,circuit_understanding,2.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,datasheet_use,2.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,json_image_use,1.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,diagnostic_accuracy,1.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,cause_priority,1.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,practical_checks,3.0,11.0
ic7,gpt-5.4-nano,JSON + datasheet,hallucination_absence,1.0,11.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,circuit_understanding,3.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,datasheet_use,3.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,json_image_use,2.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,diagnostic_accuracy,2.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,cause_priority,2.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,practical_checks,3.0,17.0
ic7,gpt-5.4-nano,JSON + immagine + datasheet,hallucination_absence,2.0,17.0
ic8,gpt-4.1-mini,JSON + datasheet,circuit_understanding,3.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,datasheet_use,2.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,json_image_use,3.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,diagnostic_accuracy,3.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,cause_priority,3.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,practical_checks,3.0,19.0
ic8,gpt-4.1-mini,JSON + datasheet,hallucination_absence,2.0,19.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,circuit_understanding,3.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,datasheet_use,2.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,json_image_use,1.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,diagnostic_accuracy,1.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,cause_priority,1.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,practical_checks,2.0,11.0
ic8,gpt-4.1-mini,JSON + immagine + datasheet,hallucination_absence,1.0,11.0
ic8,gpt-4.1-nano,JSON + datasheet,circuit_understanding,2.0,9.0
ic8,gpt-4.1-nano,JSON + datasheet,datasheet_use,2.0,9.0
ic8,gpt-4.1-nano,JSON + datasheet,json_image_use,1.0,9.0
ic8,gpt-4.1-nano,JSON + datasheet,diagnostic_accuracy,1.0,9.0
